Participant ID,Trial no,Target Color,Dist1,Dist2,Response,Accuracy
Palak,163,"(0.7265625, 0.2578125, -1.0)","(0.7265625, 0.1796875, -1.0)","(0.7265625, 0.2578125, -1.0)",right,1

Palak,164,"(-0.21259842519685046, -0.13385826771653542, -1.0)","(-0.21259842519685046, 0.1796875, -1.0)","(-0.21259842519685046, -0.13385826771653542, -1.0)",right,1

Palak,165,"(0.3359375, -1.0, -0.7637795275590551)","(0.3359375, -1.0, -0.7637795275590551)","(0.1015625, -1.0, -0.7637795275590551)",left,1

Palak,166,"(0.1796875, -1.0, -0.7637795275590551)","(0.1796875, -1.0, -0.7637795275590551)","(-0.21259842519685046, -1.0, -0.7637795275590551)",left,1

Palak,167,"(-1.0, -0.6062992125984252, -0.055118110236220486)","(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, -0.055118110236220486)",right,1

Palak,168,"(-0.21259842519685046, 0.1796875, -1.0)","(-0.21259842519685046, 0.2578125, -1.0)","(-0.21259842519685046, 0.1796875, -1.0)",right,1

Palak,169,"(-0.21259842519685046, -0.055118110236220486, -1.0)","(-0.21259842519685046, -0.055118110236220486, -1.0)","(-0.21259842519685046, 0.0234375, -1.0)",left,1

Palak,170,"(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, 0.1015625)",left,1

Palak,171,"(0.7265625, 0.1015625, -1.0)","(0.7265625, 0.1015625, -1.0)","(0.7265625, 0.2578125, -1.0)",left,1

Palak,172,"(0.3359375, -1.0, -0.7637795275590551)","(0.1796875, -1.0, -0.7637795275590551)","(0.3359375, -1.0, -0.7637795275590551)",right,1

Palak,173,"(-0.21259842519685046, -1.0, -0.7637795275590551)","(-0.21259842519685046, -1.0, -0.7637795275590551)","(-0.055118110236220486, -1.0, -0.7637795275590551)",left,1

Palak,174,"(0.7265625, -0.21259842519685046, -1.0)","(0.7265625, -0.21259842519685046, -1.0)","(0.7265625, 0.0234375, -1.0)",left,1

Palak,175,"(-0.21259842519685046, 0.1015625, -1.0)","(-0.21259842519685046, 0.3359375, -1.0)","(-0.21259842519685046, 0.1015625, -1.0)",right,1

Palak,176,"(0.7265625, -0.21259842519685046, -1.0)","(0.7265625, -0.055118110236220486, -1.0)","(0.7265625, -0.21259842519685046, -1.0)",right,1

Palak,177,"(-1.0, -0.6062992125984252, -0.055118110236220486)","(-1.0, -0.6062992125984252, 0.1796875)","(-1.0, -0.6062992125984252, -0.055118110236220486)",right,1

Palak,178,"(0.1796875, -0.21259842519685046, -0.055118110236220486)","(0.1796875, -0.21259842519685046, -0.055118110236220486)","(0.1796875, -0.21259842519685046, 0.1796875)",left,1

Palak,179,"(-0.21259842519685046, -0.13385826771653542, -1.0)","(-0.21259842519685046, -0.13385826771653542, -1.0)","(-0.21259842519685046, 0.2578125, -1.0)",left,1

Palak,180,"(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, 0.0234375)","(-1.0, -0.6062992125984252, 0.1015625)",right,1

Palak,181,"(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, 0.2578125)","(-1.0, -0.6062992125984252, 0.1015625)",right,1

Palak,182,"(0.1015625, -1.0, -0.7637795275590551)","(0.1015625, -1.0, -0.7637795275590551)","(-0.13385826771653542, -1.0, -0.7637795275590551)",left,1

Palak,183,"(-0.21259842519685046, -0.13385826771653542, -1.0)","(-0.21259842519685046, 0.1015625, -1.0)","(-0.21259842519685046, -0.13385826771653542, -1.0)",right,1

Palak,184,"(-0.21259842519685046, -0.21259842519685046, -1.0)","(-0.21259842519685046, -0.21259842519685046, -1.0)","(-0.21259842519685046, 0.2578125, -1.0)",left,1

Palak,185,"(-1.0, -0.6062992125984252, -0.055118110236220486)","(-1.0, -0.6062992125984252, -0.055118110236220486)","(-1.0, -0.6062992125984252, 0.2578125)",right,0

Palak,186,"(0.1796875, -0.21259842519685046, 0.1796875)","(0.1796875, -0.21259842519685046, 0.3359375)","(0.1796875, -0.21259842519685046, 0.1796875)",right,1

Palak,187,"(0.1796875, -0.21259842519685046, 0.3359375)","(0.1796875, -0.21259842519685046, 0.2578125)","(0.1796875, -0.21259842519685046, 0.3359375)",right,1

Palak,188,"(0.7265625, -0.21259842519685046, -1.0)","(0.7265625, 0.3359375, -1.0)","(0.7265625, -0.21259842519685046, -1.0)",right,1

Palak,189,"(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, 0.1796875, -1.0)",left,1

Palak,190,"(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, 0.0234375)",left,1

Palak,191,"(-0.21259842519685046, -0.055118110236220486, -1.0)","(-0.21259842519685046, -0.055118110236220486, -1.0)","(-0.21259842519685046, -0.13385826771653542, -1.0)",right,0

Palak,192,"(0.1796875, -0.21259842519685046, 0.2578125)","(0.1796875, -0.21259842519685046, 0.1015625)","(0.1796875, -0.21259842519685046, 0.2578125)",right,1

Palak,193,"(0.1796875, -0.21259842519685046, 0.2578125)","(0.1796875, -0.21259842519685046, 0.3359375)","(0.1796875, -0.21259842519685046, 0.2578125)",left,0

Palak,194,"(0.7265625, 0.2578125, -1.0)","(0.7265625, 0.2578125, -1.0)","(0.7265625, 0.3359375, -1.0)",left,1

Palak,195,"(-0.21259842519685046, -1.0, -0.7637795275590551)","(0.1015625, -1.0, -0.7637795275590551)","(-0.21259842519685046, -1.0, -0.7637795275590551)",right,1

Palak,196,"(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, 0.1015625, -1.0)","(-0.21259842519685046, 0.0234375, -1.0)",right,1

Palak,197,"(-1.0, -0.6062992125984252, -0.13385826771653542)","(-1.0, -0.6062992125984252, -0.21259842519685046)","(-1.0, -0.6062992125984252, -0.13385826771653542)",right,1

Palak,198,"(0.1796875, -0.21259842519685046, -0.055118110236220486)","(0.1796875, -0.21259842519685046, -0.13385826771653542)","(0.1796875, -0.21259842519685046, -0.055118110236220486)",left,0

Palak,199,"(-0.21259842519685046, -1.0, -0.7637795275590551)","(-0.21259842519685046, -1.0, -0.7637795275590551)","(0.2578125, -1.0, -0.7637795275590551)",left,1

Palak,200,"(-0.13385826771653542, -1.0, -0.7637795275590551)","(0.0234375, -1.0, -0.7637795275590551)","(-0.13385826771653542, -1.0, -0.7637795275590551)",right,1

Palak,201,"(0.7265625, 0.1796875, -1.0)","(0.7265625, 0.1796875, -1.0)","(0.7265625, 0.1015625, -1.0)",left,1

Palak,202,"(0.1796875, -0.21259842519685046, 0.0234375)","(0.1796875, -0.21259842519685046, 0.2578125)","(0.1796875, -0.21259842519685046, 0.0234375)",right,1

Palak,203,"(0.1796875, -0.21259842519685046, -0.13385826771653542)","(0.1796875, -0.21259842519685046, -0.13385826771653542)","(0.1796875, -0.21259842519685046, -0.21259842519685046)",left,1

Palak,204,"(-1.0, -0.6062992125984252, 0.1796875)","(-1.0, -0.6062992125984252, 0.1796875)","(-1.0, -0.6062992125984252, 0.1015625)",left,1

Palak,205,"(0.1796875, -0.21259842519685046, 0.1015625)","(0.1796875, -0.21259842519685046, 0.0234375)","(0.1796875, -0.21259842519685046, 0.1015625)",right,1

Palak,206,"(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, -0.055118110236220486)","(-1.0, -0.6062992125984252, 0.1015625)",left,0

Palak,207,"(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, -0.13385826771653542)","(-1.0, -0.6062992125984252, 0.3359375)",right,1

Palak,208,"(-0.13385826771653542, -1.0, -0.7637795275590551)","(0.3359375, -1.0, -0.7637795275590551)","(-0.13385826771653542, -1.0, -0.7637795275590551)",right,1

Palak,209,"(0.1796875, -0.21259842519685046, 0.2578125)","(0.1796875, -0.21259842519685046, -0.13385826771653542)","(0.1796875, -0.21259842519685046, 0.2578125)",right,1

Palak,210,"(0.1796875, -0.21259842519685046, 0.1796875)","(0.1796875, -0.21259842519685046, 0.1796875)","(0.1796875, -0.21259842519685046, -0.055118110236220486)",left,1

Palak,211,"(0.7265625, 0.2578125, -1.0)","(0.7265625, -0.13385826771653542, -1.0)","(0.7265625, 0.2578125, -1.0)",right,1

Palak,212,"(0.1796875, -0.21259842519685046, 0.1796875)","(0.1796875, -0.21259842519685046, 0.1015625)","(0.1796875, -0.21259842519685046, 0.1796875)",left,0

Palak,213,"(-1.0, -0.6062992125984252, -0.13385826771653542)","(-1.0, -0.6062992125984252, -0.13385826771653542)","(-1.0, -0.6062992125984252, 0.1015625)",left,1

Palak,214,"(0.1796875, -0.21259842519685046, -0.21259842519685046)","(0.1796875, -0.21259842519685046, 0.1796875)","(0.1796875, -0.21259842519685046, -0.21259842519685046)",right,1

Palak,215,"(0.7265625, 0.1796875, -1.0)","(0.7265625, 0.1796875, -1.0)","(0.7265625, -0.055118110236220486, -1.0)",left,1

Palak,216,"(0.1015625, -1.0, -0.7637795275590551)","(0.0234375, -1.0, -0.7637795275590551)","(0.1015625, -1.0, -0.7637795275590551)",right,1

Palak,217,"(0.7265625, -0.13385826771653542, -1.0)","(0.7265625, -0.21259842519685046, -1.0)","(0.7265625, -0.13385826771653542, -1.0)",left,0

Palak,218,"(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, 0.2578125, -1.0)","(-0.21259842519685046, 0.0234375, -1.0)",right,1

Palak,219,"(0.1796875, -0.21259842519685046, 0.1796875)","(0.1796875, -0.21259842519685046, 0.1796875)","(0.1796875, -0.21259842519685046, 0.0234375)",left,1

Palak,220,"(0.0234375, -1.0, -0.7637795275590551)","(0.0234375, -1.0, -0.7637795275590551)","(-0.055118110236220486, -1.0, -0.7637795275590551)",right,0

Palak,221,"(0.7265625, -0.13385826771653542, -1.0)","(0.7265625, 0.1796875, -1.0)","(0.7265625, -0.13385826771653542, -1.0)",right,1

Palak,222,"(-0.21259842519685046, 0.1015625, -1.0)","(-0.21259842519685046, 0.1796875, -1.0)","(-0.21259842519685046, 0.1015625, -1.0)",left,0

Palak,223,"(0.1796875, -1.0, -0.7637795275590551)","(0.0234375, -1.0, -0.7637795275590551)","(0.1796875, -1.0, -0.7637795275590551)",left,0

Palak,224,"(0.7265625, 0.1796875, -1.0)","(0.7265625, 0.1796875, -1.0)","(0.7265625, 0.0234375, -1.0)",left,1

Palak,225,"(0.1796875, -0.21259842519685046, -0.13385826771653542)","(0.1796875, -0.21259842519685046, -0.13385826771653542)","(0.1796875, -0.21259842519685046, 0.1015625)",left,1

Palak,226,"(-0.055118110236220486, -1.0, -0.7637795275590551)","(-0.055118110236220486, -1.0, -0.7637795275590551)","(0.2578125, -1.0, -0.7637795275590551)",left,1

Palak,227,"(-0.21259842519685046, -1.0, -0.7637795275590551)","(-0.055118110236220486, -1.0, -0.7637795275590551)","(-0.21259842519685046, -1.0, -0.7637795275590551)",right,1

Palak,228,"(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, -0.21259842519685046)",left,1

Palak,229,"(-0.21259842519685046, -0.21259842519685046, -1.0)","(-0.21259842519685046, -0.21259842519685046, -1.0)","(-0.21259842519685046, 0.1015625, -1.0)",left,1

Palak,230,"(0.7265625, 0.1015625, -1.0)","(0.7265625, 0.1015625, -1.0)","(0.7265625, -0.13385826771653542, -1.0)",left,1

Palak,231,"(-1.0, -0.6062992125984252, -0.21259842519685046)","(-1.0, -0.6062992125984252, -0.055118110236220486)","(-1.0, -0.6062992125984252, -0.21259842519685046)",left,0

Palak,232,"(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, 0.2578125, -1.0)",left,1

Palak,233,"(0.1796875, -0.21259842519685046, 0.1015625)","(0.1796875, -0.21259842519685046, 0.1015625)","(0.1796875, -0.21259842519685046, 0.0234375)",left,1

Palak,234,"(0.1796875, -1.0, -0.7637795275590551)","(0.1796875, -1.0, -0.7637795275590551)","(-0.13385826771653542, -1.0, -0.7637795275590551)",left,1

Palak,235,"(-0.21259842519685046, -0.13385826771653542, -1.0)","(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, -0.13385826771653542, -1.0)",right,1

Palak,236,"(0.1796875, -0.21259842519685046, 0.1796875)","(0.1796875, -0.21259842519685046, 0.2578125)","(0.1796875, -0.21259842519685046, 0.1796875)",right,1

Palak,237,"(-0.055118110236220486, -1.0, -0.7637795275590551)","(-0.055118110236220486, -1.0, -0.7637795275590551)","(0.3359375, -1.0, -0.7637795275590551)",left,1

Palak,238,"(-1.0, -0.6062992125984252, 0.0234375)","(-1.0, -0.6062992125984252, 0.1796875)","(-1.0, -0.6062992125984252, 0.0234375)",right,1

Palak,239,"(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, -0.21259842519685046)","(-1.0, -0.6062992125984252, 0.3359375)",right,1

Palak,240,"(0.1796875, -0.21259842519685046, -0.055118110236220486)","(0.1796875, -0.21259842519685046, -0.21259842519685046)","(0.1796875, -0.21259842519685046, -0.055118110236220486)",right,1

Palak,241,"(-1.0, -0.6062992125984252, -0.21259842519685046)","(-1.0, -0.6062992125984252, -0.21259842519685046)","(-1.0, -0.6062992125984252, 0.1796875)",left,1

Palak,242,"(-0.21259842519685046, -0.21259842519685046, -1.0)","(-0.21259842519685046, -0.13385826771653542, -1.0)","(-0.21259842519685046, -0.21259842519685046, -1.0)",right,1

Palak,243,"(0.2578125, -1.0, -0.7637795275590551)","(0.2578125, -1.0, -0.7637795275590551)","(0.3359375, -1.0, -0.7637795275590551)",right,0

Palak,244,"(-1.0, -0.6062992125984252, -0.21259842519685046)","(-1.0, -0.6062992125984252, 0.1796875)","(-1.0, -0.6062992125984252, -0.21259842519685046)",right,1

Palak,245,"(0.1796875, -1.0, -0.7637795275590551)","(-0.055118110236220486, -1.0, -0.7637795275590551)","(0.1796875, -1.0, -0.7637795275590551)",right,1

Palak,246,"(0.1796875, -0.21259842519685046, 0.1796875)","(0.1796875, -0.21259842519685046, 0.0234375)","(0.1796875, -0.21259842519685046, 0.1796875)",right,1

Palak,247,"(0.0234375, -1.0, -0.7637795275590551)","(0.2578125, -1.0, -0.7637795275590551)","(0.0234375, -1.0, -0.7637795275590551)",right,1

Palak,248,"(-0.21259842519685046, 0.3359375, -1.0)","(-0.21259842519685046, 0.3359375, -1.0)","(-0.21259842519685046, -0.13385826771653542, -1.0)",left,1

Palak,249,"(0.7265625, 0.3359375, -1.0)","(0.7265625, -0.055118110236220486, -1.0)","(0.7265625, 0.3359375, -1.0)",right,1

Palak,250,"(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, 0.1015625, -1.0)",right,0

Palak,251,"(0.1015625, -1.0, -0.7637795275590551)","(-0.055118110236220486, -1.0, -0.7637795275590551)","(0.1015625, -1.0, -0.7637795275590551)",left,0

Palak,252,"(-0.21259842519685046, -0.055118110236220486, -1.0)","(-0.21259842519685046, 0.2578125, -1.0)","(-0.21259842519685046, -0.055118110236220486, -1.0)",right,1

Palak,253,"(0.7265625, -0.13385826771653542, -1.0)","(0.7265625, 0.3359375, -1.0)","(0.7265625, -0.13385826771653542, -1.0)",right,1

Palak,254,"(0.1796875, -0.21259842519685046, 0.1015625)","(0.1796875, -0.21259842519685046, 0.2578125)","(0.1796875, -0.21259842519685046, 0.1015625)",left,0

Palak,255,"(-0.21259842519685046, 0.3359375, -1.0)","(-0.21259842519685046, -0.21259842519685046, -1.0)","(-0.21259842519685046, 0.3359375, -1.0)",right,1

Palak,256,"(-1.0, -0.6062992125984252, -0.21259842519685046)","(-1.0, -0.6062992125984252, -0.21259842519685046)","(-1.0, -0.6062992125984252, 0.2578125)",left,1

Palak,257,"(-1.0, -0.6062992125984252, 0.0234375)","(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, 0.0234375)",right,1

Palak,258,"(-0.21259842519685046, 0.1796875, -1.0)","(-0.21259842519685046, 0.1015625, -1.0)","(-0.21259842519685046, 0.1796875, -1.0)",left,0

Palak,259,"(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, -0.13385826771653542)",left,1

Palak,260,"(-1.0, -0.6062992125984252, 0.1796875)","(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, 0.1796875)",right,1

Palak,261,"(0.0234375, -1.0, -0.7637795275590551)","(0.0234375, -1.0, -0.7637795275590551)","(0.2578125, -1.0, -0.7637795275590551)",left,1

Palak,262,"(0.7265625, -0.055118110236220486, -1.0)","(0.7265625, -0.13385826771653542, -1.0)","(0.7265625, -0.055118110236220486, -1.0)",right,1

Palak,263,"(0.7265625, 0.1796875, -1.0)","(0.7265625, -0.055118110236220486, -1.0)","(0.7265625, 0.1796875, -1.0)",right,1

Palak,264,"(0.1015625, -1.0, -0.7637795275590551)","(0.1796875, -1.0, -0.7637795275590551)","(0.1015625, -1.0, -0.7637795275590551)",left,0

Palak,265,"(0.7265625, 0.1015625, -1.0)","(0.7265625, 0.3359375, -1.0)","(0.7265625, 0.1015625, -1.0)",left,0

Palak,266,"(0.7265625, 0.3359375, -1.0)","(0.7265625, 0.0234375, -1.0)","(0.7265625, 0.3359375, -1.0)",right,1

Palak,267,"(-0.21259842519685046, 0.2578125, -1.0)","(-0.21259842519685046, -0.055118110236220486, -1.0)","(-0.21259842519685046, 0.2578125, -1.0)",right,1

Palak,268,"(0.1015625, -1.0, -0.7637795275590551)","(0.1015625, -1.0, -0.7637795275590551)","(-0.055118110236220486, -1.0, -0.7637795275590551)",right,0

Palak,269,"(-1.0, -0.6062992125984252, -0.21259842519685046)","(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, -0.21259842519685046)",left,0

Palak,270,"(-0.21259842519685046, -0.055118110236220486, -1.0)","(-0.21259842519685046, 0.1015625, -1.0)","(-0.21259842519685046, -0.055118110236220486, -1.0)",right,1

Palak,271,"(0.1796875, -0.21259842519685046, -0.13385826771653542)","(0.1796875, -0.21259842519685046, 0.3359375)","(0.1796875, -0.21259842519685046, -0.13385826771653542)",right,1

Palak,272,"(-0.055118110236220486, -1.0, -0.7637795275590551)","(0.2578125, -1.0, -0.7637795275590551)","(-0.055118110236220486, -1.0, -0.7637795275590551)",right,1

Palak,273,"(0.7265625, 0.0234375, -1.0)","(0.7265625, 0.0234375, -1.0)","(0.7265625, -0.055118110236220486, -1.0)",left,1

Palak,274,"(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, 0.3359375)",right,1

Palak,275,"(0.1796875, -1.0, -0.7637795275590551)","(-0.21259842519685046, -1.0, -0.7637795275590551)","(0.1796875, -1.0, -0.7637795275590551)",right,1

Palak,276,"(0.1796875, -0.21259842519685046, 0.3359375)","(0.1796875, -0.21259842519685046, 0.3359375)","(0.1796875, -0.21259842519685046, 0.0234375)",left,1

Palak,277,"(0.7265625, 0.0234375, -1.0)","(0.7265625, 0.0234375, -1.0)","(0.7265625, -0.21259842519685046, -1.0)",left,1

Palak,278,"(0.1015625, -1.0, -0.7637795275590551)","(0.1015625, -1.0, -0.7637795275590551)","(0.0234375, -1.0, -0.7637795275590551)",left,1

Palak,279,"(0.0234375, -1.0, -0.7637795275590551)","(-0.055118110236220486, -1.0, -0.7637795275590551)","(0.0234375, -1.0, -0.7637795275590551)",left,0

Palak,280,"(-0.21259842519685046, -0.21259842519685046, -1.0)","(-0.21259842519685046, -0.055118110236220486, -1.0)","(-0.21259842519685046, -0.21259842519685046, -1.0)",right,1

