Participant ID,Trial no,Target Color,Dist1,Dist2,Response,Accuracy
3,47,"(0.1796875, -0.21259842519685046, -0.21259842519685046)","(0.1796875, -0.21259842519685046, 0.0234375)","(0.1796875, -0.21259842519685046, -0.21259842519685046)",right,1

3,48,"(0.1796875, -0.21259842519685046, -0.13385826771653542)","(0.1796875, -0.21259842519685046, 0.1796875)","(0.1796875, -0.21259842519685046, -0.13385826771653542)",right,1

3,49,"(0.2578125, -1.0, -0.7637795275590551)","(0.2578125, -1.0, -0.7637795275590551)","(0.1015625, -1.0, -0.7637795275590551)",left,1

3,50,"(0.7265625, -0.21259842519685046, -1.0)","(0.7265625, 0.0234375, -1.0)","(0.7265625, -0.21259842519685046, -1.0)",right,1

3,51,"(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, -0.21259842519685046)","(-1.0, -0.6062992125984252, 0.1015625)",right,1

3,52,"(0.1796875, -0.21259842519685046, 0.1015625)","(0.1796875, -0.21259842519685046, 0.1015625)","(0.1796875, -0.21259842519685046, -0.13385826771653542)",left,1

3,53,"(0.3359375, -1.0, -0.7637795275590551)","(-0.21259842519685046, -1.0, -0.7637795275590551)","(0.3359375, -1.0, -0.7637795275590551)",right,1

3,54,"(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, -0.21259842519685046)",left,1

3,55,"(-0.21259842519685046, 0.2578125, -1.0)","(-0.21259842519685046, 0.2578125, -1.0)","(-0.21259842519685046, 0.3359375, -1.0)",right,0

3,56,"(-0.21259842519685046, 0.1796875, -1.0)","(-0.21259842519685046, 0.1796875, -1.0)","(-0.21259842519685046, -0.13385826771653542, -1.0)",left,1

3,57,"(0.0234375, -1.0, -0.7637795275590551)","(0.2578125, -1.0, -0.7637795275590551)","(0.0234375, -1.0, -0.7637795275590551)",left,0

3,58,"(0.1796875, -0.21259842519685046, 0.1796875)","(0.1796875, -0.21259842519685046, 0.2578125)","(0.1796875, -0.21259842519685046, 0.1796875)",right,1

3,59,"(0.7265625, 0.1015625, -1.0)","(0.7265625, 0.3359375, -1.0)","(0.7265625, 0.1015625, -1.0)",right,1

3,60,"(0.7265625, -0.21259842519685046, -1.0)","(0.7265625, -0.21259842519685046, -1.0)","(0.7265625, 0.0234375, -1.0)",left,1

3,61,"(-1.0, -0.6062992125984252, -0.13385826771653542)","(-1.0, -0.6062992125984252, 0.2578125)","(-1.0, -0.6062992125984252, -0.13385826771653542)",left,0

3,62,"(0.2578125, -1.0, -0.7637795275590551)","(0.2578125, -1.0, -0.7637795275590551)","(-0.21259842519685046, -1.0, -0.7637795275590551)",left,1

3,63,"(-0.13385826771653542, -1.0, -0.7637795275590551)","(0.3359375, -1.0, -0.7637795275590551)","(-0.13385826771653542, -1.0, -0.7637795275590551)",left,0

3,64,"(0.7265625, -0.055118110236220486, -1.0)","(0.7265625, 0.1015625, -1.0)","(0.7265625, -0.055118110236220486, -1.0)",right,1

3,65,"(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, 0.3359375, -1.0)",left,1

3,66,"(-0.21259842519685046, -1.0, -0.7637795275590551)","(-0.21259842519685046, -1.0, -0.7637795275590551)","(-0.13385826771653542, -1.0, -0.7637795275590551)",left,1

3,67,"(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, -0.13385826771653542)","(-1.0, -0.6062992125984252, 0.3359375)",right,1

3,68,"(0.7265625, 0.1015625, -1.0)","(0.7265625, 0.1796875, -1.0)","(0.7265625, 0.1015625, -1.0)",right,1

3,69,"(0.7265625, -0.13385826771653542, -1.0)","(0.7265625, -0.13385826771653542, -1.0)","(0.7265625, 0.3359375, -1.0)",left,1

3,70,"(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, -0.21259842519685046, -1.0)",left,1

3,71,"(0.1796875, -0.21259842519685046, 0.1796875)","(0.1796875, -0.21259842519685046, 0.1796875)","(0.1796875, -0.21259842519685046, -0.21259842519685046)",left,1

3,72,"(0.1015625, -1.0, -0.7637795275590551)","(0.1015625, -1.0, -0.7637795275590551)","(-0.055118110236220486, -1.0, -0.7637795275590551)",left,1

3,73,"(0.7265625, 0.0234375, -1.0)","(0.7265625, -0.055118110236220486, -1.0)","(0.7265625, 0.0234375, -1.0)",right,1

3,74,"(-1.0, -0.6062992125984252, 0.2578125)","(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, 0.2578125)",left,0

3,75,"(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, -0.13385826771653542, -1.0)","(-0.21259842519685046, 0.0234375, -1.0)",right,1

3,76,"(-1.0, -0.6062992125984252, -0.21259842519685046)","(-1.0, -0.6062992125984252, -0.21259842519685046)","(-1.0, -0.6062992125984252, 0.2578125)",right,0

3,77,"(0.7265625, 0.1796875, -1.0)","(0.7265625, 0.1015625, -1.0)","(0.7265625, 0.1796875, -1.0)",right,1

3,78,"(0.1796875, -0.21259842519685046, 0.3359375)","(0.1796875, -0.21259842519685046, 0.3359375)","(0.1796875, -0.21259842519685046, -0.21259842519685046)",left,1

3,79,"(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, -0.21259842519685046)",left,1

3,80,"(-1.0, -0.6062992125984252, 0.0234375)","(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, 0.0234375)",left,0

3,81,"(0.7265625, -0.055118110236220486, -1.0)","(0.7265625, -0.21259842519685046, -1.0)","(0.7265625, -0.055118110236220486, -1.0)",right,1

3,82,"(-0.21259842519685046, 0.1796875, -1.0)","(-0.21259842519685046, 0.1796875, -1.0)","(-0.21259842519685046, 0.3359375, -1.0)",right,0

3,83,"(-0.21259842519685046, 0.1796875, -1.0)","(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, 0.1796875, -1.0)",right,1

3,84,"(-1.0, -0.6062992125984252, 0.0234375)","(-1.0, -0.6062992125984252, -0.21259842519685046)","(-1.0, -0.6062992125984252, 0.0234375)",right,1

3,85,"(0.7265625, 0.2578125, -1.0)","(0.7265625, 0.2578125, -1.0)","(0.7265625, -0.21259842519685046, -1.0)",left,1

3,86,"(-1.0, -0.6062992125984252, -0.055118110236220486)","(-1.0, -0.6062992125984252, -0.13385826771653542)","(-1.0, -0.6062992125984252, -0.055118110236220486)",right,1

3,87,"(0.7265625, -0.13385826771653542, -1.0)","(0.7265625, -0.13385826771653542, -1.0)","(0.7265625, 0.0234375, -1.0)",left,1

3,88,"(-1.0, -0.6062992125984252, -0.055118110236220486)","(-1.0, -0.6062992125984252, 0.2578125)","(-1.0, -0.6062992125984252, -0.055118110236220486)",right,1

3,89,"(-0.21259842519685046, 0.1796875, -1.0)","(-0.21259842519685046, 0.1796875, -1.0)","(-0.21259842519685046, -0.21259842519685046, -1.0)",left,1

3,90,"(0.1796875, -0.21259842519685046, -0.13385826771653542)","(0.1796875, -0.21259842519685046, -0.13385826771653542)","(0.1796875, -0.21259842519685046, 0.2578125)",left,1

3,91,"(0.7265625, 0.2578125, -1.0)","(0.7265625, 0.3359375, -1.0)","(0.7265625, 0.2578125, -1.0)",right,1

3,92,"(-0.21259842519685046, -1.0, -0.7637795275590551)","(-0.055118110236220486, -1.0, -0.7637795275590551)","(-0.21259842519685046, -1.0, -0.7637795275590551)",left,0

3,93,"(0.7265625, 0.0234375, -1.0)","(0.7265625, 0.0234375, -1.0)","(0.7265625, 0.1796875, -1.0)",left,1

3,94,"(0.7265625, -0.21259842519685046, -1.0)","(0.7265625, -0.055118110236220486, -1.0)","(0.7265625, -0.21259842519685046, -1.0)",right,1

3,95,"(-0.055118110236220486, -1.0, -0.7637795275590551)","(-0.13385826771653542, -1.0, -0.7637795275590551)","(-0.055118110236220486, -1.0, -0.7637795275590551)",left,0

3,96,"(-1.0, -0.6062992125984252, 0.0234375)","(-1.0, -0.6062992125984252, -0.055118110236220486)","(-1.0, -0.6062992125984252, 0.0234375)",left,0

3,97,"(0.1796875, -0.21259842519685046, 0.1015625)","(0.1796875, -0.21259842519685046, 0.1015625)","(0.1796875, -0.21259842519685046, 0.0234375)",left,1

3,98,"(0.1796875, -0.21259842519685046, 0.3359375)","(0.1796875, -0.21259842519685046, 0.3359375)","(0.1796875, -0.21259842519685046, -0.055118110236220486)",left,1

3,99,"(0.1015625, -1.0, -0.7637795275590551)","(0.1796875, -1.0, -0.7637795275590551)","(0.1015625, -1.0, -0.7637795275590551)",left,0

3,100,"(0.1796875, -0.21259842519685046, 0.1015625)","(0.1796875, -0.21259842519685046, 0.1796875)","(0.1796875, -0.21259842519685046, 0.1015625)",right,1

3,101,"(0.1796875, -0.21259842519685046, 0.0234375)","(0.1796875, -0.21259842519685046, 0.0234375)","(0.1796875, -0.21259842519685046, 0.3359375)",left,1

3,102,"(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, 0.2578125, -1.0)",left,1

3,103,"(0.7265625, -0.055118110236220486, -1.0)","(0.7265625, -0.055118110236220486, -1.0)","(0.7265625, 0.2578125, -1.0)",left,1

3,104,"(-0.21259842519685046, 0.3359375, -1.0)","(-0.21259842519685046, 0.3359375, -1.0)","(-0.21259842519685046, 0.2578125, -1.0)",left,1

3,105,"(0.1796875, -1.0, -0.7637795275590551)","(0.1796875, -1.0, -0.7637795275590551)","(-0.13385826771653542, -1.0, -0.7637795275590551)",left,1

3,106,"(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, -0.21259842519685046, -1.0)","(-0.21259842519685046, 0.0234375, -1.0)",right,1

3,107,"(-0.21259842519685046, -1.0, -0.7637795275590551)","(-0.21259842519685046, -1.0, -0.7637795275590551)","(0.1015625, -1.0, -0.7637795275590551)",left,1

3,108,"(0.7265625, 0.0234375, -1.0)","(0.7265625, 0.1015625, -1.0)","(0.7265625, 0.0234375, -1.0)",right,1

3,109,"(0.7265625, 0.3359375, -1.0)","(0.7265625, 0.3359375, -1.0)","(0.7265625, -0.13385826771653542, -1.0)",left,1

3,110,"(0.7265625, 0.2578125, -1.0)","(0.7265625, 0.2578125, -1.0)","(0.7265625, 0.0234375, -1.0)",left,1

3,111,"(-0.21259842519685046, 0.2578125, -1.0)","(-0.21259842519685046, -0.055118110236220486, -1.0)","(-0.21259842519685046, 0.2578125, -1.0)",left,0

3,112,"(-0.21259842519685046, -0.13385826771653542, -1.0)","(-0.21259842519685046, -0.13385826771653542, -1.0)","(-0.21259842519685046, -0.21259842519685046, -1.0)",left,1

3,113,"(0.1796875, -1.0, -0.7637795275590551)","(0.1015625, -1.0, -0.7637795275590551)","(0.1796875, -1.0, -0.7637795275590551)",left,0

3,114,"(0.1796875, -0.21259842519685046, 0.2578125)","(0.1796875, -0.21259842519685046, 0.2578125)","(0.1796875, -0.21259842519685046, 0.3359375)",left,1

3,115,"(0.7265625, 0.3359375, -1.0)","(0.7265625, 0.0234375, -1.0)","(0.7265625, 0.3359375, -1.0)",right,1

3,116,"(0.7265625, 0.2578125, -1.0)","(0.7265625, 0.1015625, -1.0)","(0.7265625, 0.2578125, -1.0)",left,0

3,117,"(0.7265625, -0.13385826771653542, -1.0)","(0.7265625, -0.21259842519685046, -1.0)","(0.7265625, -0.13385826771653542, -1.0)",left,0

3,118,"(0.1796875, -0.21259842519685046, 0.2578125)","(0.1796875, -0.21259842519685046, 0.2578125)","(0.1796875, -0.21259842519685046, -0.055118110236220486)",left,1

3,119,"(-0.21259842519685046, -0.21259842519685046, -1.0)","(-0.21259842519685046, 0.2578125, -1.0)","(-0.21259842519685046, -0.21259842519685046, -1.0)",left,0

3,120,"(-0.21259842519685046, 0.1796875, -1.0)","(-0.21259842519685046, -0.21259842519685046, -1.0)","(-0.21259842519685046, 0.1796875, -1.0)",right,1

3,121,"(-1.0, -0.6062992125984252, -0.21259842519685046)","(-1.0, -0.6062992125984252, -0.21259842519685046)","(-1.0, -0.6062992125984252, 0.1796875)",right,0

3,122,"(-1.0, -0.6062992125984252, 0.2578125)","(-1.0, -0.6062992125984252, 0.2578125)","(-1.0, -0.6062992125984252, 0.1796875)",left,1

3,123,"(0.1796875, -0.21259842519685046, 0.0234375)","(0.1796875, -0.21259842519685046, -0.055118110236220486)","(0.1796875, -0.21259842519685046, 0.0234375)",right,1

3,124,"(0.2578125, -1.0, -0.7637795275590551)","(-0.055118110236220486, -1.0, -0.7637795275590551)","(0.2578125, -1.0, -0.7637795275590551)",right,1

3,125,"(0.1796875, -0.21259842519685046, 0.3359375)","(0.1796875, -0.21259842519685046, 0.3359375)","(0.1796875, -0.21259842519685046, 0.1796875)",left,1

3,126,"(0.0234375, -1.0, -0.7637795275590551)","(0.0234375, -1.0, -0.7637795275590551)","(0.1796875, -1.0, -0.7637795275590551)",left,1

3,127,"(-0.21259842519685046, 0.3359375, -1.0)","(-0.21259842519685046, 0.3359375, -1.0)","(-0.21259842519685046, -0.055118110236220486, -1.0)",left,1

3,128,"(-0.21259842519685046, -0.055118110236220486, -1.0)","(-0.21259842519685046, 0.2578125, -1.0)","(-0.21259842519685046, -0.055118110236220486, -1.0)",right,1

3,129,"(0.7265625, 0.3359375, -1.0)","(0.7265625, 0.3359375, -1.0)","(0.7265625, 0.1796875, -1.0)",left,1

3,130,"(-0.055118110236220486, -1.0, -0.7637795275590551)","(0.1796875, -1.0, -0.7637795275590551)","(-0.055118110236220486, -1.0, -0.7637795275590551)",right,1

3,131,"(-0.055118110236220486, -1.0, -0.7637795275590551)","(-0.055118110236220486, -1.0, -0.7637795275590551)","(0.1015625, -1.0, -0.7637795275590551)",left,1

3,132,"(-0.21259842519685046, -0.13385826771653542, -1.0)","(-0.21259842519685046, -0.13385826771653542, -1.0)","(-0.21259842519685046, 0.1015625, -1.0)",left,1

3,133,"(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, 0.1796875)","(-1.0, -0.6062992125984252, 0.3359375)",right,1

3,134,"(0.7265625, -0.055118110236220486, -1.0)","(0.7265625, -0.055118110236220486, -1.0)","(0.7265625, 0.1796875, -1.0)",left,1

3,135,"(0.7265625, -0.055118110236220486, -1.0)","(0.7265625, 0.3359375, -1.0)","(0.7265625, -0.055118110236220486, -1.0)",right,1

3,136,"(-0.21259842519685046, 0.1015625, -1.0)","(-0.21259842519685046, 0.1015625, -1.0)","(-0.21259842519685046, -0.13385826771653542, -1.0)",left,1

3,137,"(0.7265625, -0.13385826771653542, -1.0)","(0.7265625, -0.13385826771653542, -1.0)","(0.7265625, -0.21259842519685046, -1.0)",left,1

3,138,"(-1.0, -0.6062992125984252, -0.13385826771653542)","(-1.0, -0.6062992125984252, -0.13385826771653542)","(-1.0, -0.6062992125984252, 0.0234375)",right,0

3,139,"(0.7265625, -0.055118110236220486, -1.0)","(0.7265625, -0.055118110236220486, -1.0)","(0.7265625, 0.1015625, -1.0)",left,1

3,140,"(0.1796875, -0.21259842519685046, 0.1015625)","(0.1796875, -0.21259842519685046, 0.3359375)","(0.1796875, -0.21259842519685046, 0.1015625)",left,0

3,141,"(-1.0, -0.6062992125984252, 0.2578125)","(-1.0, -0.6062992125984252, 0.2578125)","(-1.0, -0.6062992125984252, 0.0234375)",left,1

3,142,"(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, 0.1015625)",left,1

3,143,"(-0.21259842519685046, 0.2578125, -1.0)","(-0.21259842519685046, 0.2578125, -1.0)","(-0.21259842519685046, -0.13385826771653542, -1.0)",left,1

3,144,"(0.2578125, -1.0, -0.7637795275590551)","(0.2578125, -1.0, -0.7637795275590551)","(0.3359375, -1.0, -0.7637795275590551)",left,1

3,145,"(0.0234375, -1.0, -0.7637795275590551)","(0.1015625, -1.0, -0.7637795275590551)","(0.0234375, -1.0, -0.7637795275590551)",right,1

3,146,"(-1.0, -0.6062992125984252, -0.13385826771653542)","(-1.0, -0.6062992125984252, -0.13385826771653542)","(-1.0, -0.6062992125984252, 0.1796875)",left,1

3,147,"(-1.0, -0.6062992125984252, -0.21259842519685046)","(-1.0, -0.6062992125984252, -0.13385826771653542)","(-1.0, -0.6062992125984252, -0.21259842519685046)",left,0

3,148,"(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, -0.13385826771653542)","(-1.0, -0.6062992125984252, 0.1015625)",right,1

3,149,"(-0.21259842519685046, 0.3359375, -1.0)","(-0.21259842519685046, 0.3359375, -1.0)","(-0.21259842519685046, 0.1796875, -1.0)",left,1

3,150,"(0.0234375, -1.0, -0.7637795275590551)","(0.0234375, -1.0, -0.7637795275590551)","(-0.13385826771653542, -1.0, -0.7637795275590551)",left,1

3,151,"(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, 0.2578125)",left,1

3,152,"(-1.0, -0.6062992125984252, 0.0234375)","(-1.0, -0.6062992125984252, 0.0234375)","(-1.0, -0.6062992125984252, 0.3359375)",right,0

3,153,"(-1.0, -0.6062992125984252, -0.21259842519685046)","(-1.0, -0.6062992125984252, 0.2578125)","(-1.0, -0.6062992125984252, -0.21259842519685046)",left,0

3,154,"(0.7265625, 0.1015625, -1.0)","(0.7265625, 0.2578125, -1.0)","(0.7265625, 0.1015625, -1.0)",right,1

3,155,"(-0.21259842519685046, 0.1015625, -1.0)","(-0.21259842519685046, 0.1796875, -1.0)","(-0.21259842519685046, 0.1015625, -1.0)",right,1

3,156,"(-0.21259842519685046, 0.1015625, -1.0)","(-0.21259842519685046, 0.1015625, -1.0)","(-0.21259842519685046, -0.21259842519685046, -1.0)",right,0

3,157,"(-0.21259842519685046, -0.21259842519685046, -1.0)","(-0.21259842519685046, -0.21259842519685046, -1.0)","(-0.21259842519685046, 0.2578125, -1.0)",left,1

3,158,"(0.1796875, -1.0, -0.7637795275590551)","(-0.13385826771653542, -1.0, -0.7637795275590551)","(0.1796875, -1.0, -0.7637795275590551)",right,1

3,159,"(-1.0, -0.6062992125984252, 0.0234375)","(-1.0, -0.6062992125984252, 0.0234375)","(-1.0, -0.6062992125984252, -0.055118110236220486)",left,1

3,160,"(-1.0, -0.6062992125984252, 0.0234375)","(-1.0, -0.6062992125984252, 0.1796875)","(-1.0, -0.6062992125984252, 0.0234375)",right,1

3,161,"(-0.21259842519685046, 0.1015625, -1.0)","(-0.21259842519685046, -0.055118110236220486, -1.0)","(-0.21259842519685046, 0.1015625, -1.0)",left,0

3,162,"(0.1796875, -0.21259842519685046, -0.055118110236220486)","(0.1796875, -0.21259842519685046, -0.21259842519685046)","(0.1796875, -0.21259842519685046, -0.055118110236220486)",right,1

3,163,"(0.1796875, -0.21259842519685046, -0.055118110236220486)","(0.1796875, -0.21259842519685046, -0.055118110236220486)","(0.1796875, -0.21259842519685046, -0.21259842519685046)",left,1

3,164,"(-1.0, -0.6062992125984252, 0.2578125)","(-1.0, -0.6062992125984252, -0.13385826771653542)","(-1.0, -0.6062992125984252, 0.2578125)",right,1

3,165,"(0.7265625, 0.2578125, -1.0)","(0.7265625, -0.13385826771653542, -1.0)","(0.7265625, 0.2578125, -1.0)",right,1

3,166,"(-0.21259842519685046, -0.21259842519685046, -1.0)","(-0.21259842519685046, -0.21259842519685046, -1.0)","(-0.21259842519685046, 0.1015625, -1.0)",left,1

3,167,"(0.1796875, -0.21259842519685046, -0.13385826771653542)","(0.1796875, -0.21259842519685046, -0.13385826771653542)","(0.1796875, -0.21259842519685046, 0.3359375)",left,1

