Participant ID,Trial no,Target Color,Dist1,Dist2,Response,Accuracy
3,168,"(0.1796875, -0.21259842519685046, -0.055118110236220486)","(0.1796875, -0.21259842519685046, -0.13385826771653542)","(0.1796875, -0.21259842519685046, -0.055118110236220486)",right,1

3,169,"(0.1796875, -0.21259842519685046, -0.055118110236220486)","(0.1796875, -0.21259842519685046, 0.1796875)","(0.1796875, -0.21259842519685046, -0.055118110236220486)",right,1

3,170,"(0.3359375, -1.0, -0.7637795275590551)","(0.3359375, -1.0, -0.7637795275590551)","(0.1015625, -1.0, -0.7637795275590551)",left,1

3,171,"(-0.21259842519685046, 0.1015625, -1.0)","(-0.21259842519685046, 0.3359375, -1.0)","(-0.21259842519685046, 0.1015625, -1.0)",right,1

3,172,"(0.1796875, -0.21259842519685046, -0.21259842519685046)","(0.1796875, -0.21259842519685046, -0.21259842519685046)","(0.1796875, -0.21259842519685046, 0.1796875)",left,1

3,173,"(0.1796875, -0.21259842519685046, 0.1796875)","(0.1796875, -0.21259842519685046, -0.055118110236220486)","(0.1796875, -0.21259842519685046, 0.1796875)",right,1

3,174,"(0.7265625, 0.1796875, -1.0)","(0.7265625, 0.1796875, -1.0)","(0.7265625, 0.3359375, -1.0)",left,1

3,175,"(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, -0.055118110236220486, -1.0)",left,1

3,176,"(0.7265625, 0.2578125, -1.0)","(0.7265625, 0.1796875, -1.0)","(0.7265625, 0.2578125, -1.0)",left,0

3,177,"(0.1796875, -0.21259842519685046, -0.13385826771653542)","(0.1796875, -0.21259842519685046, -0.21259842519685046)","(0.1796875, -0.21259842519685046, -0.13385826771653542)",right,1

3,178,"(-1.0, -0.6062992125984252, -0.13385826771653542)","(-1.0, -0.6062992125984252, -0.055118110236220486)","(-1.0, -0.6062992125984252, -0.13385826771653542)",right,1

3,179,"(0.3359375, -1.0, -0.7637795275590551)","(0.3359375, -1.0, -0.7637795275590551)","(0.0234375, -1.0, -0.7637795275590551)",left,1

3,180,"(0.2578125, -1.0, -0.7637795275590551)","(0.1796875, -1.0, -0.7637795275590551)","(0.2578125, -1.0, -0.7637795275590551)",right,1

3,181,"(0.1796875, -0.21259842519685046, 0.3359375)","(0.1796875, -0.21259842519685046, 0.3359375)","(0.1796875, -0.21259842519685046, -0.13385826771653542)",left,1

3,182,"(0.1796875, -0.21259842519685046, 0.0234375)","(0.1796875, -0.21259842519685046, 0.0234375)","(0.1796875, -0.21259842519685046, -0.055118110236220486)",left,1

3,183,"(0.1796875, -0.21259842519685046, -0.055118110236220486)","(0.1796875, -0.21259842519685046, -0.055118110236220486)","(0.1796875, -0.21259842519685046, 0.3359375)",left,1

3,184,"(-1.0, -0.6062992125984252, 0.1796875)","(-1.0, -0.6062992125984252, 0.1796875)","(-1.0, -0.6062992125984252, -0.13385826771653542)",left,1

3,185,"(-1.0, -0.6062992125984252, -0.055118110236220486)","(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, -0.055118110236220486)",left,0

3,186,"(-0.21259842519685046, -1.0, -0.7637795275590551)","(0.1796875, -1.0, -0.7637795275590551)","(-0.21259842519685046, -1.0, -0.7637795275590551)",right,1

3,187,"(-1.0, -0.6062992125984252, 0.0234375)","(-1.0, -0.6062992125984252, 0.0234375)","(-1.0, -0.6062992125984252, -0.13385826771653542)",right,0

3,188,"(-0.21259842519685046, -0.13385826771653542, -1.0)","(-0.21259842519685046, -0.13385826771653542, -1.0)","(-0.21259842519685046, 0.2578125, -1.0)",right,0

3,189,"(0.7265625, 0.3359375, -1.0)","(0.7265625, -0.21259842519685046, -1.0)","(0.7265625, 0.3359375, -1.0)",left,0

3,190,"(0.7265625, 0.2578125, -1.0)","(0.7265625, -0.21259842519685046, -1.0)","(0.7265625, 0.2578125, -1.0)",right,1

3,191,"(0.7265625, 0.1015625, -1.0)","(0.7265625, 0.1015625, -1.0)","(0.7265625, -0.21259842519685046, -1.0)",left,1

3,192,"(-0.21259842519685046, -0.13385826771653542, -1.0)","(-0.21259842519685046, -0.13385826771653542, -1.0)","(-0.21259842519685046, -0.055118110236220486, -1.0)",left,1

3,193,"(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, 0.1796875)",right,0

3,194,"(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, 0.2578125)","(-1.0, -0.6062992125984252, 0.1015625)",right,1

3,195,"(-1.0, -0.6062992125984252, -0.13385826771653542)","(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, -0.13385826771653542)",right,1

3,196,"(0.3359375, -1.0, -0.7637795275590551)","(0.1796875, -1.0, -0.7637795275590551)","(0.3359375, -1.0, -0.7637795275590551)",left,0

3,197,"(0.1015625, -1.0, -0.7637795275590551)","(0.1015625, -1.0, -0.7637795275590551)","(-0.21259842519685046, -1.0, -0.7637795275590551)",left,1

3,198,"(-1.0, -0.6062992125984252, 0.1796875)","(-1.0, -0.6062992125984252, 0.1796875)","(-1.0, -0.6062992125984252, 0.2578125)",left,1

3,199,"(0.3359375, -1.0, -0.7637795275590551)","(0.3359375, -1.0, -0.7637795275590551)","(0.2578125, -1.0, -0.7637795275590551)",left,1

3,200,"(0.1796875, -0.21259842519685046, 0.1796875)","(0.1796875, -0.21259842519685046, 0.1796875)","(0.1796875, -0.21259842519685046, 0.2578125)",left,1

3,201,"(0.1796875, -0.21259842519685046, 0.1015625)","(0.1796875, -0.21259842519685046, 0.0234375)","(0.1796875, -0.21259842519685046, 0.1015625)",left,0

3,202,"(0.7265625, -0.13385826771653542, -1.0)","(0.7265625, -0.055118110236220486, -1.0)","(0.7265625, -0.13385826771653542, -1.0)",right,1

3,203,"(-0.21259842519685046, 0.1796875, -1.0)","(-0.21259842519685046, 0.1015625, -1.0)","(-0.21259842519685046, 0.1796875, -1.0)",left,0

3,204,"(0.1015625, -1.0, -0.7637795275590551)","(0.1015625, -1.0, -0.7637795275590551)","(0.2578125, -1.0, -0.7637795275590551)",right,0

3,205,"(-1.0, -0.6062992125984252, 0.1796875)","(-1.0, -0.6062992125984252, 0.1796875)","(-1.0, -0.6062992125984252, -0.055118110236220486)",left,1

3,206,"(-0.21259842519685046, 0.2578125, -1.0)","(-0.21259842519685046, 0.2578125, -1.0)","(-0.21259842519685046, 0.1015625, -1.0)",right,0

3,207,"(0.7265625, 0.1796875, -1.0)","(0.7265625, -0.13385826771653542, -1.0)","(0.7265625, 0.1796875, -1.0)",left,0

3,208,"(0.1796875, -0.21259842519685046, -0.21259842519685046)","(0.1796875, -0.21259842519685046, -0.13385826771653542)","(0.1796875, -0.21259842519685046, -0.21259842519685046)",right,1

3,209,"(0.7265625, 0.3359375, -1.0)","(0.7265625, 0.3359375, -1.0)","(0.7265625, -0.21259842519685046, -1.0)",left,1

3,210,"(0.1796875, -0.21259842519685046, 0.0234375)","(0.1796875, -0.21259842519685046, 0.0234375)","(0.1796875, -0.21259842519685046, -0.13385826771653542)",right,0

3,211,"(-0.21259842519685046, -1.0, -0.7637795275590551)","(0.0234375, -1.0, -0.7637795275590551)","(-0.21259842519685046, -1.0, -0.7637795275590551)",left,0

3,212,"(-0.21259842519685046, 0.1015625, -1.0)","(-0.21259842519685046, 0.1015625, -1.0)","(-0.21259842519685046, 0.2578125, -1.0)",left,1

3,213,"(0.7265625, -0.055118110236220486, -1.0)","(0.7265625, -0.13385826771653542, -1.0)","(0.7265625, -0.055118110236220486, -1.0)",left,0

3,214,"(-0.21259842519685046, -1.0, -0.7637795275590551)","(-0.13385826771653542, -1.0, -0.7637795275590551)","(-0.21259842519685046, -1.0, -0.7637795275590551)",left,0

3,215,"(0.1796875, -1.0, -0.7637795275590551)","(0.1796875, -1.0, -0.7637795275590551)","(0.0234375, -1.0, -0.7637795275590551)",left,1

3,216,"(0.1796875, -0.21259842519685046, 0.3359375)","(0.1796875, -0.21259842519685046, 0.3359375)","(0.1796875, -0.21259842519685046, 0.2578125)",right,0

3,217,"(-0.21259842519685046, 0.3359375, -1.0)","(-0.21259842519685046, -0.13385826771653542, -1.0)","(-0.21259842519685046, 0.3359375, -1.0)",left,0

3,218,"(0.7265625, 0.1796875, -1.0)","(0.7265625, 0.1796875, -1.0)","(0.7265625, -0.21259842519685046, -1.0)",left,1

3,219,"(0.1796875, -0.21259842519685046, 0.1796875)","(0.1796875, -0.21259842519685046, 0.1015625)","(0.1796875, -0.21259842519685046, 0.1796875)",left,0

3,220,"(0.7265625, 0.1796875, -1.0)","(0.7265625, 0.1796875, -1.0)","(0.7265625, -0.055118110236220486, -1.0)",left,1

3,221,"(-0.21259842519685046, 0.3359375, -1.0)","(-0.21259842519685046, 0.3359375, -1.0)","(-0.21259842519685046, 0.0234375, -1.0)",left,1

3,222,"(0.7265625, -0.21259842519685046, -1.0)","(0.7265625, -0.21259842519685046, -1.0)","(0.7265625, 0.1015625, -1.0)",left,1

3,223,"(-1.0, -0.6062992125984252, -0.055118110236220486)","(-1.0, -0.6062992125984252, -0.055118110236220486)","(-1.0, -0.6062992125984252, 0.1796875)",left,1

3,224,"(-1.0, -0.6062992125984252, 0.2578125)","(-1.0, -0.6062992125984252, 0.2578125)","(-1.0, -0.6062992125984252, 0.3359375)",left,1

3,225,"(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, 0.0234375)","(-1.0, -0.6062992125984252, 0.1015625)",left,0

3,226,"(0.1015625, -1.0, -0.7637795275590551)","(0.0234375, -1.0, -0.7637795275590551)","(0.1015625, -1.0, -0.7637795275590551)",right,1

3,227,"(0.7265625, 0.1796875, -1.0)","(0.7265625, 0.2578125, -1.0)","(0.7265625, 0.1796875, -1.0)",right,1

3,228,"(-0.21259842519685046, 0.1796875, -1.0)","(-0.21259842519685046, 0.1796875, -1.0)","(-0.21259842519685046, 0.0234375, -1.0)",left,1

3,229,"(0.1796875, -0.21259842519685046, 0.1796875)","(0.1796875, -0.21259842519685046, 0.0234375)","(0.1796875, -0.21259842519685046, 0.1796875)",right,1

3,230,"(-0.21259842519685046, -0.055118110236220486, -1.0)","(-0.21259842519685046, -0.055118110236220486, -1.0)","(-0.21259842519685046, 0.1796875, -1.0)",right,0

3,231,"(-0.21259842519685046, -0.055118110236220486, -1.0)","(-0.21259842519685046, -0.21259842519685046, -1.0)","(-0.21259842519685046, -0.055118110236220486, -1.0)",right,1

3,232,"(0.1796875, -0.21259842519685046, 0.2578125)","(0.1796875, -0.21259842519685046, 0.1015625)","(0.1796875, -0.21259842519685046, 0.2578125)",left,0

3,233,"(0.0234375, -1.0, -0.7637795275590551)","(-0.13385826771653542, -1.0, -0.7637795275590551)","(0.0234375, -1.0, -0.7637795275590551)",right,1

3,234,"(0.3359375, -1.0, -0.7637795275590551)","(-0.13385826771653542, -1.0, -0.7637795275590551)","(0.3359375, -1.0, -0.7637795275590551)",left,0

3,235,"(0.7265625, 0.2578125, -1.0)","(0.7265625, 0.0234375, -1.0)","(0.7265625, 0.2578125, -1.0)",right,1

3,236,"(-1.0, -0.6062992125984252, 0.0234375)","(-1.0, -0.6062992125984252, 0.0234375)","(-1.0, -0.6062992125984252, 0.2578125)",left,1

3,237,"(-0.13385826771653542, -1.0, -0.7637795275590551)","(-0.13385826771653542, -1.0, -0.7637795275590551)","(0.2578125, -1.0, -0.7637795275590551)",right,0

3,238,"(-0.21259842519685046, -1.0, -0.7637795275590551)","(-0.21259842519685046, -1.0, -0.7637795275590551)","(-0.055118110236220486, -1.0, -0.7637795275590551)",left,1

3,239,"(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, -0.055118110236220486)",left,1

3,240,"(-0.13385826771653542, -1.0, -0.7637795275590551)","(0.1015625, -1.0, -0.7637795275590551)","(-0.13385826771653542, -1.0, -0.7637795275590551)",right,1

3,241,"(0.7265625, 0.1796875, -1.0)","(0.7265625, 0.1796875, -1.0)","(0.7265625, 0.0234375, -1.0)",right,0

3,242,"(0.1796875, -1.0, -0.7637795275590551)","(0.3359375, -1.0, -0.7637795275590551)","(0.1796875, -1.0, -0.7637795275590551)",left,0

3,243,"(0.1796875, -0.21259842519685046, 0.2578125)","(0.1796875, -0.21259842519685046, 0.2578125)","(0.1796875, -0.21259842519685046, -0.21259842519685046)",right,0

3,244,"(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, 0.1015625, -1.0)",left,1

3,245,"(0.7265625, 0.0234375, -1.0)","(0.7265625, 0.3359375, -1.0)","(0.7265625, 0.0234375, -1.0)",left,0

3,246,"(0.1796875, -0.21259842519685046, 0.2578125)","(0.1796875, -0.21259842519685046, 0.2578125)","(0.1796875, -0.21259842519685046, 0.0234375)",left,1

3,247,"(0.1015625, -1.0, -0.7637795275590551)","(-0.13385826771653542, -1.0, -0.7637795275590551)","(0.1015625, -1.0, -0.7637795275590551)",left,0

3,248,"(0.1796875, -0.21259842519685046, 0.1796875)","(0.1796875, -0.21259842519685046, 0.1796875)","(0.1796875, -0.21259842519685046, 0.3359375)",left,1

3,249,"(0.1796875, -1.0, -0.7637795275590551)","(0.2578125, -1.0, -0.7637795275590551)","(0.1796875, -1.0, -0.7637795275590551)",right,1

3,250,"(0.1796875, -0.21259842519685046, 0.1796875)","(0.1796875, -0.21259842519685046, 0.1796875)","(0.1796875, -0.21259842519685046, 0.0234375)",left,1

3,251,"(0.1796875, -1.0, -0.7637795275590551)","(-0.21259842519685046, -1.0, -0.7637795275590551)","(0.1796875, -1.0, -0.7637795275590551)",right,1

3,252,"(-0.21259842519685046, -0.13385826771653542, -1.0)","(-0.21259842519685046, -0.055118110236220486, -1.0)","(-0.21259842519685046, -0.13385826771653542, -1.0)",left,0

3,253,"(-0.055118110236220486, -1.0, -0.7637795275590551)","(-0.055118110236220486, -1.0, -0.7637795275590551)","(-0.13385826771653542, -1.0, -0.7637795275590551)",left,1

3,254,"(0.7265625, 0.1015625, -1.0)","(0.7265625, 0.0234375, -1.0)","(0.7265625, 0.1015625, -1.0)",left,0

3,255,"(-0.21259842519685046, 0.2578125, -1.0)","(-0.21259842519685046, 0.2578125, -1.0)","(-0.21259842519685046, 0.1796875, -1.0)",right,0

3,256,"(-0.21259842519685046, -0.21259842519685046, -1.0)","(-0.21259842519685046, 0.3359375, -1.0)","(-0.21259842519685046, -0.21259842519685046, -1.0)",right,1

3,257,"(0.1796875, -0.21259842519685046, 0.3359375)","(0.1796875, -0.21259842519685046, 0.1015625)","(0.1796875, -0.21259842519685046, 0.3359375)",left,0

3,258,"(-1.0, -0.6062992125984252, 0.1796875)","(-1.0, -0.6062992125984252, 0.1796875)","(-1.0, -0.6062992125984252, 0.1015625)",right,0

3,259,"(0.7265625, -0.13385826771653542, -1.0)","(0.7265625, 0.1015625, -1.0)","(0.7265625, -0.13385826771653542, -1.0)",right,1

3,260,"(-0.21259842519685046, 0.3359375, -1.0)","(-0.21259842519685046, 0.1015625, -1.0)","(-0.21259842519685046, 0.3359375, -1.0)",right,1

3,261,"(-0.13385826771653542, -1.0, -0.7637795275590551)","(0.2578125, -1.0, -0.7637795275590551)","(-0.13385826771653542, -1.0, -0.7637795275590551)",right,1

3,262,"(0.1796875, -0.21259842519685046, -0.13385826771653542)","(0.1796875, -0.21259842519685046, -0.13385826771653542)","(0.1796875, -0.21259842519685046, 0.1796875)",left,1

3,263,"(0.1796875, -0.21259842519685046, -0.13385826771653542)","(0.1796875, -0.21259842519685046, -0.13385826771653542)","(0.1796875, -0.21259842519685046, 0.0234375)",left,1

3,264,"(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, 0.3359375)",right,1

3,265,"(-1.0, -0.6062992125984252, -0.21259842519685046)","(-1.0, -0.6062992125984252, 0.0234375)","(-1.0, -0.6062992125984252, -0.21259842519685046)",left,0

3,266,"(0.7265625, -0.055118110236220486, -1.0)","(0.7265625, -0.055118110236220486, -1.0)","(0.7265625, 0.3359375, -1.0)",left,1

3,267,"(0.7265625, -0.13385826771653542, -1.0)","(0.7265625, -0.13385826771653542, -1.0)","(0.7265625, 0.1015625, -1.0)",left,1

3,268,"(0.3359375, -1.0, -0.7637795275590551)","(-0.055118110236220486, -1.0, -0.7637795275590551)","(0.3359375, -1.0, -0.7637795275590551)",right,1

3,269,"(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, -0.055118110236220486)","(-1.0, -0.6062992125984252, 0.1015625)",right,1

3,270,"(-1.0, -0.6062992125984252, -0.13385826771653542)","(-1.0, -0.6062992125984252, -0.21259842519685046)","(-1.0, -0.6062992125984252, -0.13385826771653542)",left,0

3,271,"(-0.21259842519685046, -0.055118110236220486, -1.0)","(-0.21259842519685046, 0.1796875, -1.0)","(-0.21259842519685046, -0.055118110236220486, -1.0)",right,1

3,272,"(-1.0, -0.6062992125984252, 0.1796875)","(-1.0, -0.6062992125984252, 0.0234375)","(-1.0, -0.6062992125984252, 0.1796875)",right,1

3,273,"(0.3359375, -1.0, -0.7637795275590551)","(0.3359375, -1.0, -0.7637795275590551)","(-0.21259842519685046, -1.0, -0.7637795275590551)",left,1

3,274,"(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, -0.13385826771653542)",left,1

3,275,"(0.1796875, -0.21259842519685046, -0.21259842519685046)","(0.1796875, -0.21259842519685046, -0.21259842519685046)","(0.1796875, -0.21259842519685046, 0.0234375)",left,1

3,276,"(-0.055118110236220486, -1.0, -0.7637795275590551)","(0.2578125, -1.0, -0.7637795275590551)","(-0.055118110236220486, -1.0, -0.7637795275590551)",left,0

3,277,"(0.7265625, 0.1015625, -1.0)","(0.7265625, 0.1015625, -1.0)","(0.7265625, 0.3359375, -1.0)",left,1

3,278,"(0.7265625, 0.3359375, -1.0)","(0.7265625, 0.2578125, -1.0)","(0.7265625, 0.3359375, -1.0)",left,0

3,279,"(0.2578125, -1.0, -0.7637795275590551)","(0.0234375, -1.0, -0.7637795275590551)","(0.2578125, -1.0, -0.7637795275590551)",left,0

3,280,"(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, -0.055118110236220486)","(-1.0, -0.6062992125984252, 0.3359375)",right,1

