Participant ID,Trial no,Target Color,Dist1,Dist2,Response,Accuracy
2,22,"(-0.21259842519685046, 0.1015625, -1.0)","(-0.21259842519685046, -0.055118110236220486, -1.0)","(-0.21259842519685046, 0.1015625, -1.0)",right,1
2,23,"(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, -0.13385826771653542, -1.0)",right,0
2,24,"(0.2578125, -1.0, -0.7637795275590551)","(-0.13385826771653542, -1.0, -0.7637795275590551)","(0.2578125, -1.0, -0.7637795275590551)",right,1
2,25,"(-0.21259842519685046, 0.3359375, -1.0)","(-0.21259842519685046, -0.21259842519685046, -1.0)","(-0.21259842519685046, 0.3359375, -1.0)",right,1
2,26,"(0.1796875, -0.21259842519685046, 0.1796875)","(0.1796875, -0.21259842519685046, 0.2578125)","(0.1796875, -0.21259842519685046, 0.1796875)",left,0
2,27,"(-0.21259842519685046, 0.1796875, -1.0)","(-0.21259842519685046, 0.1796875, -1.0)","(-0.21259842519685046, 0.0234375, -1.0)",left,1
2,28,"(0.7265625, 0.0234375, -1.0)","(0.7265625, 0.2578125, -1.0)","(0.7265625, 0.0234375, -1.0)",right,1
2,29,"(0.1796875, -0.21259842519685046, -0.21259842519685046)","(0.1796875, -0.21259842519685046, 0.0234375)","(0.1796875, -0.21259842519685046, -0.21259842519685046)",right,1
2,30,"(0.7265625, 0.1796875, -1.0)","(0.7265625, 0.1796875, -1.0)","(0.7265625, 0.2578125, -1.0)",left,1
2,31,"(0.7265625, -0.21259842519685046, -1.0)","(0.7265625, -0.055118110236220486, -1.0)","(0.7265625, -0.21259842519685046, -1.0)",right,1
2,32,"(0.1796875, -1.0, -0.7637795275590551)","(0.3359375, -1.0, -0.7637795275590551)","(0.1796875, -1.0, -0.7637795275590551)",right,1
2,33,"(-1.0, -0.6062992125984252, -0.13385826771653542)","(-1.0, -0.6062992125984252, 0.1796875)","(-1.0, -0.6062992125984252, -0.13385826771653542)",right,1
2,34,"(-1.0, -0.6062992125984252, -0.21259842519685046)","(-1.0, -0.6062992125984252, 0.1796875)","(-1.0, -0.6062992125984252, -0.21259842519685046)",right,1
2,35,"(-0.21259842519685046, -0.13385826771653542, -1.0)","(-0.21259842519685046, 0.1796875, -1.0)","(-0.21259842519685046, -0.13385826771653542, -1.0)",right,1
2,36,"(-0.21259842519685046, 0.1796875, -1.0)","(-0.21259842519685046, 0.1015625, -1.0)","(-0.21259842519685046, 0.1796875, -1.0)",right,1
2,37,"(0.1796875, -1.0, -0.7637795275590551)","(-0.21259842519685046, -1.0, -0.7637795275590551)","(0.1796875, -1.0, -0.7637795275590551)",right,1
2,38,"(0.1796875, -0.21259842519685046, -0.13385826771653542)","(0.1796875, -0.21259842519685046, 0.1015625)","(0.1796875, -0.21259842519685046, -0.13385826771653542)",right,1
2,39,"(0.1796875, -0.21259842519685046, 0.1015625)","(0.1796875, -0.21259842519685046, -0.13385826771653542)","(0.1796875, -0.21259842519685046, 0.1015625)",right,1
2,40,"(-1.0, -0.6062992125984252, -0.13385826771653542)","(-1.0, -0.6062992125984252, -0.13385826771653542)","(-1.0, -0.6062992125984252, 0.3359375)",left,1
2,41,"(-0.055118110236220486, -1.0, -0.7637795275590551)","(0.1015625, -1.0, -0.7637795275590551)","(-0.055118110236220486, -1.0, -0.7637795275590551)",right,1
2,42,"(-0.21259842519685046, -0.13385826771653542, -1.0)","(-0.21259842519685046, -0.13385826771653542, -1.0)","(-0.21259842519685046, -0.21259842519685046, -1.0)",right,0
2,43,"(0.7265625, 0.1796875, -1.0)","(0.7265625, 0.1015625, -1.0)","(0.7265625, 0.1796875, -1.0)",right,1
2,44,"(0.7265625, -0.055118110236220486, -1.0)","(0.7265625, 0.2578125, -1.0)","(0.7265625, -0.055118110236220486, -1.0)",right,1
2,45,"(0.1796875, -0.21259842519685046, 0.1015625)","(0.1796875, -0.21259842519685046, 0.1015625)","(0.1796875, -0.21259842519685046, 0.1796875)",left,1
2,46,"(0.3359375, -1.0, -0.7637795275590551)","(-0.13385826771653542, -1.0, -0.7637795275590551)","(0.3359375, -1.0, -0.7637795275590551)",right,1
2,47,"(0.1796875, -0.21259842519685046, -0.055118110236220486)","(0.1796875, -0.21259842519685046, 0.1796875)","(0.1796875, -0.21259842519685046, -0.055118110236220486)",right,1
2,48,"(-1.0, -0.6062992125984252, 0.1796875)","(-1.0, -0.6062992125984252, 0.0234375)","(-1.0, -0.6062992125984252, 0.1796875)",right,1
2,49,"(-0.21259842519685046, -1.0, -0.7637795275590551)","(-0.21259842519685046, -1.0, -0.7637795275590551)","(0.1015625, -1.0, -0.7637795275590551)",left,1
2,50,"(0.1796875, -0.21259842519685046, 0.2578125)","(0.1796875, -0.21259842519685046, -0.13385826771653542)","(0.1796875, -0.21259842519685046, 0.2578125)",right,1
2,51,"(0.1796875, -0.21259842519685046, -0.13385826771653542)","(0.1796875, -0.21259842519685046, -0.13385826771653542)","(0.1796875, -0.21259842519685046, -0.055118110236220486)",left,1
2,52,"(-0.13385826771653542, -1.0, -0.7637795275590551)","(-0.13385826771653542, -1.0, -0.7637795275590551)","(0.1015625, -1.0, -0.7637795275590551)",left,1
2,53,"(-1.0, -0.6062992125984252, 0.2578125)","(-1.0, -0.6062992125984252, -0.21259842519685046)","(-1.0, -0.6062992125984252, 0.2578125)",right,1
2,54,"(0.7265625, 0.3359375, -1.0)","(0.7265625, -0.13385826771653542, -1.0)","(0.7265625, 0.3359375, -1.0)",right,1
2,55,"(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, -0.13385826771653542)",left,1
2,56,"(0.7265625, 0.0234375, -1.0)","(0.7265625, 0.0234375, -1.0)","(0.7265625, -0.21259842519685046, -1.0)",left,1
2,57,"(-0.21259842519685046, 0.3359375, -1.0)","(-0.21259842519685046, 0.3359375, -1.0)","(-0.21259842519685046, -0.21259842519685046, -1.0)",left,1
2,58,"(0.1796875, -0.21259842519685046, 0.3359375)","(0.1796875, -0.21259842519685046, 0.3359375)","(0.1796875, -0.21259842519685046, -0.21259842519685046)",left,1
2,59,"(0.1796875, -0.21259842519685046, -0.13385826771653542)","(0.1796875, -0.21259842519685046, 0.1796875)","(0.1796875, -0.21259842519685046, -0.13385826771653542)",right,1
2,60,"(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, 0.1796875)","(-1.0, -0.6062992125984252, 0.1015625)",left,0
2,61,"(0.1796875, -0.21259842519685046, -0.21259842519685046)","(0.1796875, -0.21259842519685046, 0.1015625)","(0.1796875, -0.21259842519685046, -0.21259842519685046)",right,1
2,62,"(-1.0, -0.6062992125984252, 0.0234375)","(-1.0, -0.6062992125984252, 0.0234375)","(-1.0, -0.6062992125984252, 0.2578125)",left,1
2,63,"(-0.21259842519685046, 0.1796875, -1.0)","(-0.21259842519685046, -0.055118110236220486, -1.0)","(-0.21259842519685046, 0.1796875, -1.0)",right,1
2,64,"(-0.21259842519685046, -0.21259842519685046, -1.0)","(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, -0.21259842519685046, -1.0)",right,1
2,65,"(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, -0.21259842519685046)",left,1
2,66,"(-0.21259842519685046, 0.2578125, -1.0)","(-0.21259842519685046, 0.2578125, -1.0)","(-0.21259842519685046, 0.1796875, -1.0)",left,1
2,67,"(0.1796875, -0.21259842519685046, -0.21259842519685046)","(0.1796875, -0.21259842519685046, -0.21259842519685046)","(0.1796875, -0.21259842519685046, 0.1796875)",left,1
2,68,"(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, 0.3359375)",left,1
2,69,"(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, -0.055118110236220486, -1.0)",left,1
2,70,"(0.7265625, 0.0234375, -1.0)","(0.7265625, 0.0234375, -1.0)","(0.7265625, 0.1796875, -1.0)",left,1
2,71,"(0.7265625, 0.2578125, -1.0)","(0.7265625, 0.0234375, -1.0)","(0.7265625, 0.2578125, -1.0)",right,1
2,72,"(-0.21259842519685046, 0.2578125, -1.0)","(-0.21259842519685046, 0.2578125, -1.0)","(-0.21259842519685046, -0.13385826771653542, -1.0)",left,1
2,73,"(-1.0, -0.6062992125984252, -0.13385826771653542)","(-1.0, -0.6062992125984252, -0.13385826771653542)","(-1.0, -0.6062992125984252, -0.055118110236220486)",left,1
2,74,"(-0.13385826771653542, -1.0, -0.7637795275590551)","(0.1796875, -1.0, -0.7637795275590551)","(-0.13385826771653542, -1.0, -0.7637795275590551)",right,1
2,75,"(0.1796875, -0.21259842519685046, 0.3359375)","(0.1796875, -0.21259842519685046, 0.3359375)","(0.1796875, -0.21259842519685046, 0.2578125)",left,1
2,76,"(-1.0, -0.6062992125984252, 0.1796875)","(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, 0.1796875)",left,0
2,77,"(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, 0.2578125, -1.0)",left,1
2,78,"(0.1796875, -0.21259842519685046, 0.2578125)","(0.1796875, -0.21259842519685046, 0.2578125)","(0.1796875, -0.21259842519685046, -0.21259842519685046)",left,1
2,79,"(0.1796875, -0.21259842519685046, -0.055118110236220486)","(0.1796875, -0.21259842519685046, -0.055118110236220486)","(0.1796875, -0.21259842519685046, -0.21259842519685046)",left,1
2,80,"(0.0234375, -1.0, -0.7637795275590551)","(0.0234375, -1.0, -0.7637795275590551)","(0.1015625, -1.0, -0.7637795275590551)",right,0
2,81,"(0.1796875, -0.21259842519685046, 0.0234375)","(0.1796875, -0.21259842519685046, 0.0234375)","(0.1796875, -0.21259842519685046, -0.13385826771653542)",left,1
2,82,"(-0.21259842519685046, -0.055118110236220486, -1.0)","(-0.21259842519685046, -0.21259842519685046, -1.0)","(-0.21259842519685046, -0.055118110236220486, -1.0)",right,1
2,83,"(0.7265625, 0.1796875, -1.0)","(0.7265625, 0.1796875, -1.0)","(0.7265625, -0.21259842519685046, -1.0)",left,1
2,84,"(0.1015625, -1.0, -0.7637795275590551)","(0.1015625, -1.0, -0.7637795275590551)","(-0.21259842519685046, -1.0, -0.7637795275590551)",left,1
2,85,"(0.1796875, -0.21259842519685046, 0.0234375)","(0.1796875, -0.21259842519685046, -0.21259842519685046)","(0.1796875, -0.21259842519685046, 0.0234375)",right,1
2,86,"(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, -0.21259842519685046)",left,1
2,87,"(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, 0.1796875)",left,1
2,88,"(0.0234375, -1.0, -0.7637795275590551)","(-0.055118110236220486, -1.0, -0.7637795275590551)","(0.0234375, -1.0, -0.7637795275590551)",left,0
2,89,"(-0.21259842519685046, -0.055118110236220486, -1.0)","(-0.21259842519685046, 0.1015625, -1.0)","(-0.21259842519685046, -0.055118110236220486, -1.0)",right,1
2,90,"(0.7265625, 0.1015625, -1.0)","(0.7265625, 0.3359375, -1.0)","(0.7265625, 0.1015625, -1.0)",right,1
2,91,"(0.0234375, -1.0, -0.7637795275590551)","(0.0234375, -1.0, -0.7637795275590551)","(0.3359375, -1.0, -0.7637795275590551)",left,1
2,92,"(-0.21259842519685046, 0.1015625, -1.0)","(-0.21259842519685046, 0.1015625, -1.0)","(-0.21259842519685046, 0.3359375, -1.0)",left,1
2,93,"(-0.21259842519685046, -0.055118110236220486, -1.0)","(-0.21259842519685046, 0.3359375, -1.0)","(-0.21259842519685046, -0.055118110236220486, -1.0)",right,1
2,94,"(-0.13385826771653542, -1.0, -0.7637795275590551)","(-0.13385826771653542, -1.0, -0.7637795275590551)","(-0.21259842519685046, -1.0, -0.7637795275590551)",left,1
2,95,"(0.7265625, -0.055118110236220486, -1.0)","(0.7265625, -0.055118110236220486, -1.0)","(0.7265625, 0.2578125, -1.0)",left,1
2,96,"(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, 0.3359375, -1.0)","(-0.21259842519685046, 0.0234375, -1.0)",right,1
2,97,"(-0.21259842519685046, 0.1015625, -1.0)","(-0.21259842519685046, -0.21259842519685046, -1.0)","(-0.21259842519685046, 0.1015625, -1.0)",right,1
2,98,"(0.7265625, 0.0234375, -1.0)","(0.7265625, -0.13385826771653542, -1.0)","(0.7265625, 0.0234375, -1.0)",left,0
2,99,"(-0.21259842519685046, -0.13385826771653542, -1.0)","(-0.21259842519685046, 0.1015625, -1.0)","(-0.21259842519685046, -0.13385826771653542, -1.0)",right,1
2,100,"(0.7265625, 0.0234375, -1.0)","(0.7265625, 0.0234375, -1.0)","(0.7265625, -0.055118110236220486, -1.0)",left,1
2,101,"(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, -0.13385826771653542)","(-1.0, -0.6062992125984252, 0.1015625)",right,1
2,102,"(0.0234375, -1.0, -0.7637795275590551)","(0.2578125, -1.0, -0.7637795275590551)","(0.0234375, -1.0, -0.7637795275590551)",right,1
2,103,"(-1.0, -0.6062992125984252, -0.21259842519685046)","(-1.0, -0.6062992125984252, -0.21259842519685046)","(-1.0, -0.6062992125984252, 0.0234375)",left,1
2,104,"(-1.0, -0.6062992125984252, 0.0234375)","(-1.0, -0.6062992125984252, -0.055118110236220486)","(-1.0, -0.6062992125984252, 0.0234375)",right,1
2,105,"(0.7265625, -0.055118110236220486, -1.0)","(0.7265625, -0.055118110236220486, -1.0)","(0.7265625, 0.0234375, -1.0)",left,1
2,106,"(0.7265625, 0.0234375, -1.0)","(0.7265625, 0.0234375, -1.0)","(0.7265625, 0.1015625, -1.0)",left,1
2,107,"(0.1796875, -0.21259842519685046, -0.13385826771653542)","(0.1796875, -0.21259842519685046, 0.2578125)","(0.1796875, -0.21259842519685046, -0.13385826771653542)",right,1
2,108,"(0.7265625, 0.1015625, -1.0)","(0.7265625, 0.1015625, -1.0)","(0.7265625, 0.3359375, -1.0)",left,1
2,109,"(0.1796875, -0.21259842519685046, 0.1015625)","(0.1796875, -0.21259842519685046, -0.21259842519685046)","(0.1796875, -0.21259842519685046, 0.1015625)",right,1
2,110,"(-1.0, -0.6062992125984252, -0.13385826771653542)","(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, -0.13385826771653542)",right,1
2,111,"(-0.21259842519685046, 0.3359375, -1.0)","(-0.21259842519685046, 0.3359375, -1.0)","(-0.21259842519685046, 0.1796875, -1.0)",left,1
2,112,"(0.1796875, -0.21259842519685046, 0.2578125)","(0.1796875, -0.21259842519685046, 0.2578125)","(0.1796875, -0.21259842519685046, 0.0234375)",left,1
2,113,"(0.1015625, -1.0, -0.7637795275590551)","(0.1015625, -1.0, -0.7637795275590551)","(0.1796875, -1.0, -0.7637795275590551)",left,1
2,114,"(-0.13385826771653542, -1.0, -0.7637795275590551)","(0.0234375, -1.0, -0.7637795275590551)","(-0.13385826771653542, -1.0, -0.7637795275590551)",right,1
2,115,"(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, -0.055118110236220486)",left,1
2,116,"(-0.21259842519685046, -0.21259842519685046, -1.0)","(-0.21259842519685046, -0.21259842519685046, -1.0)","(-0.21259842519685046, 0.2578125, -1.0)",left,1
2,117,"(0.7265625, 0.2578125, -1.0)","(0.7265625, 0.2578125, -1.0)","(0.7265625, 0.3359375, -1.0)",left,1
2,118,"(0.1796875, -0.21259842519685046, 0.1796875)","(0.1796875, -0.21259842519685046, -0.13385826771653542)","(0.1796875, -0.21259842519685046, 0.1796875)",right,1
2,119,"(0.1796875, -0.21259842519685046, -0.055118110236220486)","(0.1796875, -0.21259842519685046, -0.055118110236220486)","(0.1796875, -0.21259842519685046, 0.2578125)",left,1
2,120,"(-1.0, -0.6062992125984252, -0.21259842519685046)","(-1.0, -0.6062992125984252, -0.21259842519685046)","(-1.0, -0.6062992125984252, 0.3359375)",left,1
2,121,"(0.2578125, -1.0, -0.7637795275590551)","(0.1796875, -1.0, -0.7637795275590551)","(0.2578125, -1.0, -0.7637795275590551)",right,1
2,122,"(0.3359375, -1.0, -0.7637795275590551)","(0.3359375, -1.0, -0.7637795275590551)","(-0.13385826771653542, -1.0, -0.7637795275590551)",left,1
2,123,"(-1.0, -0.6062992125984252, -0.055118110236220486)","(-1.0, -0.6062992125984252, 0.1796875)","(-1.0, -0.6062992125984252, -0.055118110236220486)",right,1
2,124,"(-1.0, -0.6062992125984252, 0.2578125)","(-1.0, -0.6062992125984252, 0.2578125)","(-1.0, -0.6062992125984252, 0.1796875)",left,1
2,125,"(0.2578125, -1.0, -0.7637795275590551)","(0.2578125, -1.0, -0.7637795275590551)","(0.1796875, -1.0, -0.7637795275590551)",left,1
2,126,"(0.2578125, -1.0, -0.7637795275590551)","(0.0234375, -1.0, -0.7637795275590551)","(0.2578125, -1.0, -0.7637795275590551)",right,1
2,127,"(0.1796875, -0.21259842519685046, -0.055118110236220486)","(0.1796875, -0.21259842519685046, 0.1015625)","(0.1796875, -0.21259842519685046, -0.055118110236220486)",right,1
2,128,"(0.1796875, -1.0, -0.7637795275590551)","(0.1796875, -1.0, -0.7637795275590551)","(0.1015625, -1.0, -0.7637795275590551)",left,1
2,129,"(0.1796875, -0.21259842519685046, -0.13385826771653542)","(0.1796875, -0.21259842519685046, -0.13385826771653542)","(0.1796875, -0.21259842519685046, 0.0234375)",left,1
2,130,"(-0.21259842519685046, -0.055118110236220486, -1.0)","(-0.21259842519685046, -0.055118110236220486, -1.0)","(-0.21259842519685046, 0.3359375, -1.0)",left,1
2,131,"(-0.21259842519685046, -0.055118110236220486, -1.0)","(-0.21259842519685046, 0.1796875, -1.0)","(-0.21259842519685046, -0.055118110236220486, -1.0)",right,1
2,132,"(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, -0.21259842519685046, -1.0)","(-0.21259842519685046, 0.0234375, -1.0)",right,1
2,133,"(-0.21259842519685046, -0.21259842519685046, -1.0)","(-0.21259842519685046, 0.1796875, -1.0)","(-0.21259842519685046, -0.21259842519685046, -1.0)",right,1
2,134,"(-0.055118110236220486, -1.0, -0.7637795275590551)","(0.3359375, -1.0, -0.7637795275590551)","(-0.055118110236220486, -1.0, -0.7637795275590551)",right,1
2,135,"(0.7265625, 0.3359375, -1.0)","(0.7265625, 0.3359375, -1.0)","(0.7265625, -0.055118110236220486, -1.0)",left,1
2,136,"(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, 0.0234375)","(-1.0, -0.6062992125984252, 0.3359375)",right,1
2,137,"(-0.21259842519685046, 0.1796875, -1.0)","(-0.21259842519685046, 0.0234375, -1.0)","(-0.21259842519685046, 0.1796875, -1.0)",right,1
2,138,"(-0.13385826771653542, -1.0, -0.7637795275590551)","(0.2578125, -1.0, -0.7637795275590551)","(-0.13385826771653542, -1.0, -0.7637795275590551)",right,1
2,139,"(-0.21259842519685046, 0.1796875, -1.0)","(-0.21259842519685046, -0.21259842519685046, -1.0)","(-0.21259842519685046, 0.1796875, -1.0)",right,1
2,140,"(0.7265625, 0.1015625, -1.0)","(0.7265625, 0.1015625, -1.0)","(0.7265625, 0.0234375, -1.0)",left,1
2,141,"(-1.0, -0.6062992125984252, -0.13385826771653542)","(-1.0, -0.6062992125984252, -0.13385826771653542)","(-1.0, -0.6062992125984252, -0.21259842519685046)",right,0
2,142,"(0.1796875, -0.21259842519685046, 0.0234375)","(0.1796875, -0.21259842519685046, 0.0234375)","(0.1796875, -0.21259842519685046, 0.3359375)",left,1
2,143,"(-1.0, -0.6062992125984252, 0.2578125)","(-1.0, -0.6062992125984252, -0.055118110236220486)","(-1.0, -0.6062992125984252, 0.2578125)",right,1
2,144,"(-1.0, -0.6062992125984252, 0.2578125)","(-1.0, -0.6062992125984252, 0.1796875)","(-1.0, -0.6062992125984252, 0.2578125)",right,1
2,145,"(-1.0, -0.6062992125984252, 0.0234375)","(-1.0, -0.6062992125984252, 0.2578125)","(-1.0, -0.6062992125984252, 0.0234375)",left,0
2,146,"(0.7265625, -0.055118110236220486, -1.0)","(0.7265625, -0.21259842519685046, -1.0)","(0.7265625, -0.055118110236220486, -1.0)",right,1
2,147,"(-0.21259842519685046, 0.1015625, -1.0)","(-0.21259842519685046, 0.1015625, -1.0)","(-0.21259842519685046, 0.2578125, -1.0)",right,0
2,148,"(0.1796875, -0.21259842519685046, 0.2578125)","(0.1796875, -0.21259842519685046, 0.1015625)","(0.1796875, -0.21259842519685046, 0.2578125)",right,1
2,149,"(-0.21259842519685046, 0.1015625, -1.0)","(-0.21259842519685046, 0.1796875, -1.0)","(-0.21259842519685046, 0.1015625, -1.0)",left,0
2,150,"(-1.0, -0.6062992125984252, 0.2578125)","(-1.0, -0.6062992125984252, 0.1015625)","(-1.0, -0.6062992125984252, 0.2578125)",right,1
2,151,"(-0.055118110236220486, -1.0, -0.7637795275590551)","(-0.055118110236220486, -1.0, -0.7637795275590551)","(-0.13385826771653542, -1.0, -0.7637795275590551)",left,1
2,152,"(-0.13385826771653542, -1.0, -0.7637795275590551)","(-0.13385826771653542, -1.0, -0.7637795275590551)","(-0.055118110236220486, -1.0, -0.7637795275590551)",left,1
2,153,"(-0.21259842519685046, -0.21259842519685046, -1.0)","(-0.21259842519685046, -0.21259842519685046, -1.0)","(-0.21259842519685046, -0.13385826771653542, -1.0)",left,1
2,154,"(0.3359375, -1.0, -0.7637795275590551)","(0.3359375, -1.0, -0.7637795275590551)","(0.0234375, -1.0, -0.7637795275590551)",left,1
2,155,"(-1.0, -0.6062992125984252, 0.2578125)","(-1.0, -0.6062992125984252, 0.3359375)","(-1.0, -0.6062992125984252, 0.2578125)",left,0
2,156,"(-0.21259842519685046, 0.1796875, -1.0)","(-0.21259842519685046, -0.13385826771653542, -1.0)","(-0.21259842519685046, 0.1796875, -1.0)",right,1
2,157,"(0.7265625, 0.3359375, -1.0)","(0.7265625, 0.3359375, -1.0)","(0.7265625, 0.2578125, -1.0)",left,1
2,158,"(-0.13385826771653542, -1.0, -0.7637795275590551)","(0.1015625, -1.0, -0.7637795275590551)","(-0.13385826771653542, -1.0, -0.7637795275590551)",right,1
2,159,"(0.1796875, -0.21259842519685046, 0.1015625)","(0.1796875, -0.21259842519685046, 0.0234375)","(0.1796875, -0.21259842519685046, 0.1015625)",right,1
2,160,"(-0.21259842519685046, 0.1015625, -1.0)","(-0.21259842519685046, 0.1015625, -1.0)","(-0.21259842519685046, -0.21259842519685046, -1.0)",left,1
2,161,"(0.1796875, -0.21259842519685046, -0.21259842519685046)","(0.1796875, -0.21259842519685046, -0.21259842519685046)","(0.1796875, -0.21259842519685046, -0.13385826771653542)",left,1
2,162,"(0.7265625, -0.21259842519685046, -1.0)","(0.7265625, -0.21259842519685046, -1.0)","(0.7265625, -0.13385826771653542, -1.0)",left,1
2,163,"(0.7265625, -0.13385826771653542, -1.0)","(0.7265625, -0.13385826771653542, -1.0)","(0.7265625, 0.1015625, -1.0)",left,1
2,164,"(0.7265625, 0.0234375, -1.0)","(0.7265625, 0.1796875, -1.0)","(0.7265625, 0.0234375, -1.0)",left,0
2,165,"(-1.0, -0.6062992125984252, -0.055118110236220486)","(-1.0, -0.6062992125984252, -0.21259842519685046)","(-1.0, -0.6062992125984252, -0.055118110236220486)",left,0
2,166,"(0.7265625, 0.1015625, -1.0)","(0.7265625, 0.1015625, -1.0)","(0.7265625, -0.13385826771653542, -1.0)",left,1
2,167,"(0.7265625, 0.1796875, -1.0)","(0.7265625, 0.1796875, -1.0)","(0.7265625, -0.13385826771653542, -1.0)",left,1
2,168,"(0.7265625, 0.1015625, -1.0)","(0.7265625, 0.1796875, -1.0)","(0.7265625, 0.1015625, -1.0)",left,0
2,169,"(0.7265625, -0.055118110236220486, -1.0)","(0.7265625, -0.055118110236220486, -1.0)","(0.7265625, -0.13385826771653542, -1.0)",left,1
